grant_id,org_city,cruz,status,org_name,org_state,state_party,award_type,nsf_total_budget,usaspending_obligated,usaspending_outlaid,estimated_budget,estimated_outlays,estimated_remaining
2146984,HOBOKEN,FALSE,❌ Terminated,Stevens Institute of Technology,NJ,D,Standard Grant,206682,206682,204886.2,206682,204886.2,1795.7999999999884
2147258,IOWA CITY,TRUE,❌ Terminated,University of Iowa,IA,R,Standard Grant,111903,NA,NA,111903,115416.1135734072,-3513.1135734072013
2147284,NEWARK,TRUE,❌ Terminated,New Jersey Institute of Technology,NJ,D,Standard Grant,302085,NA,NA,302085,311568.73961218836,-9483.739612188365
2147305,STORRS,TRUE,❌ Terminated,University of Connecticut,CT,D,Standard Grant,392994,NA,NA,392994,404818.5982300885,-11824.598230088479
2147325,ATLANTA,TRUE,❌ Terminated,Emory University,GA,R,Standard Grant,84062,84062,59574.52,84062,59574.52,24487.480000000003
2147450,HOUSTON,FALSE,❌ Terminated,University of Houston,TX,R,Standard Grant,191062,191062,178737.47,191062,178737.47,12324.529999999999
2147635,NORMAN,TRUE,❌ Terminated,University of Oklahoma Norman Campus,OK,R,Standard Grant,300519,300519,187196.53,300519,187196.53,113322.47
2147694,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,489462,489462,357136.43,489462,357136.43,132325.57
2147818,MERCED,TRUE,🔄 Possibly Reinstated,University of California - Merced,CA,D,Standard Grant,155725,155725,155686.45,155725,155686.45,38.54999999998836
2147848,TUCSON,TRUE,❌ Terminated,University of Arizona,AZ,D,Standard Grant,393912,432912,417211.95,432912,417211.95,15700.049999999988
2148014,SAN JOSE,TRUE,❌ Terminated,San Jose State University Foundation,CA,D,Continuing Grant,786285,NA,NA,786285,809943.1327433628,-23658.132743362803
2148016,TEMPE,FALSE,❌ Terminated,Arizona State University,AZ,D,Standard Grant,359998,431984,343612.89,431984,343612.89,88371.10999999999
2148023,SAINT PAUL,,❌ Terminated,Twin Cities Public Television,MN,D,Standard Grant,1349995,NA,NA,1448995,1469289.0476190476,-20294.047619047575
2148202,IOWA CITY,FALSE,❌ Terminated,University of Iowa,IA,R,Standard Grant,82608,82608,79565.87,82608,79565.87,3042.1300000000047
2148560,HOUSTON,TRUE,❌ Terminated,University of Houston,TX,R,Standard Grant,739486,739486,709271.38,739486,709271.38,30214.619999999995
2148561,ANN ARBOR,TRUE,❌ Terminated,Regents of the University of Michigan - Ann Arbor,MI,D,Standard Grant,60439,NA,NA,60439,61979.93767705382,-1540.937677053822
2148606,STORRS,TRUE,❌ Terminated,University of Connecticut,CT,D,Standard Grant,1350000,NA,NA,1350000,1386523.0460921843,-36523.04609218426
2148704,KINGSTON,TRUE,❌ Terminated,University of Rhode Island,RI,D,Standard Grant,579183,579183,252519.08,579183,252519.08,326663.92000000004
2148705,ATHENS,TRUE,❌ Terminated,University of Georgia Research Foundation Inc,GA,R,Standard Grant,147021,147021,63774.54,147021,63774.54,83246.45999999999
2148739,WEST LAFAYETTE,TRUE,❌ Terminated,Purdue University,IN,R,Standard Grant,394861,NA,NA,394861,408179.72420634923,-13318.72420634923
2148920,WASHINGTON,TRUE,❌ Terminated,George Washington University,DC,,Standard Grant,350415,398317,361502.07,398317,361502.07,36814.92999999999
2148928,CAMBRIDGE,TRUE,❌ Terminated,Harvard University,MA,D,Standard Grant,155357,155357,144933.98,155357,144933.98,10423.01999999999
2148971,WASHINGTON,TRUE,❌ Terminated,Urban Institute,DC,,Standard Grant,400000,400000,74261.45,400000,74261.45,325738.55
2149053,MINNEAPOLIS,TRUE,❌ Terminated,University of Minnesota-Twin Cities,MN,D,Standard Grant,407554,407554,394017.59,407554,394017.59,13536.409999999974
2149059,TAMPA,,❌ Terminated,University of South Florida,FL,R,Standard Grant,268939,268939,266511.54,268939,266511.54,2427.460000000021
2149223,NEW HAVEN,TRUE,❌ Terminated,Yale University,CT,D,Standard Grant,209048,NA,NA,238600,244683.28611898018,-6083.286118980177
2149321,SAN ANTONIO,FALSE,❌ Terminated,University of Texas at San Antonio,TX,R,Standard Grant,29850,NA,NA,29850,30715.955631399316,-865.9556313993162
2149849,FRAMINGHAM,TRUE,❌ Terminated,Framingham State University,MA,D,Continuing Grant,1532212,NA,NA,1532212,1572415.8134110786,-40203.81341107865
2149858,BRIDGEWATER,TRUE,❌ Terminated,BRIDGEWATER STATE UNIVERSITY,MA,D,Continuing Grant,692293,366925,67544.56,692293,67544.56,624748.44
2149883,WORCESTER,TRUE,❌ Terminated,Worcester State University,MA,D,Continuing Grant,672912,387200,105946.56,672912,105946.56,566965.44
2149899,NEW YORK,TRUE,❌ Terminated,New York University,NY,D,Continuing Grant,797220,NA,NA,797220,817818.028708134,-20598.028708133963
2150045,DENVER,,❌ Terminated,Metropolitan State University of Denver,CO,D,Standard Grant,999167,999167,445571.38,999167,445571.38,553595.62
2150057,HOUSTON,,❌ Terminated,Houston Baptist University,TX,R,Standard Grant,199905,199905,154181.76,199905,154181.76,45723.23999999999
2150103,LAS VEGAS,,❌ Terminated,New Mexico Highlands University,NM,D,Standard Grant,995713,NA,NA,995713,1014935.2586872587,-19222.258687258698
2150290,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,523416,523416,223302.89,523416,223302.89,300113.11
2150298,CITY OF INDUSTRY,,❌ Terminated,Rio Hondo College,CA,D,Standard Grant,999504,999504,275179,999504,275179,724325
2150364,CAMBRIDGE,TRUE,❌ Terminated,TERC Inc,MA,D,Standard Grant,348540,NA,NA,348540,359027.0442477876,-10487.04424778762
2150415,HOUSTON,,❌ Terminated,University of Houston,TX,R,Standard Grant,402511,NA,NA,402511,407844.9887869521,-5333.988786952104
2150423,NEW YORK,FALSE,❌ Terminated,CUNY John Jay College of Criminal Justice,NY,D,Standard Grant,199982,199982,113762.26,199982,113762.26,86219.74
2150454,ATHERTON,,❌ Terminated,Menlo College,CA,D,Standard Grant,199751,NA,NA,199751,203726.14427860695,-3975.144278606953
2150461,MAYAGUEZ,,❌ Terminated,University of Puerto Rico Mayaguez,PR,,Standard Grant,499381,499381,115327.43,499381,115327.43,384053.57
2150680,CEDAR CITY,TRUE,❌ Terminated,Southern Utah University,UT,R,Standard Grant,23489,NA,NA,23489,24984.554307116105,-1495.5543071161046
2150716,DAVIS,FALSE,🔄 Possibly Reinstated,University of California-Davis,CA,D,Standard Grant,285000,285000,182630.85,285000,182630.85,102369.15
2150723,ATHENS,FALSE,🔄 Possibly Reinstated,University of Georgia Research Foundation Inc,GA,R,Standard Grant,214999,NA,NA,214999,168906.74863013698,46092.25136986302
2150727,ANN ARBOR,TRUE,❌ Terminated,Regents of the University of Michigan - Ann Arbor,MI,D,Standard Grant,21741,21741,10053.92,21741,10053.92,11687.08
2150787,CHENEY,,❌ Terminated,Eastern Washington University,WA,D,Continuing Grant,1450000,853051,368896.55,1450000,368896.55,1081103.45
2150813,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,261102,261102,261102,261102,261102,0
2151061,PENSACOLA,,❌ Terminated,University of West Florida,FL,R,Continuing Grant,1449928,871573,157355.07,1449928,157355.07,1292572.93
2151294,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,665188,665188,412943.94,665188,412943.94,252244.06
2151311,MINNEAPOLIS,TRUE,❌ Terminated,University of Minnesota-Twin Cities,MN,D,Standard Grant,407450,407450,303671.66,407450,303671.66,103778.34000000003
2151404,SAN ANTONIO,FALSE,❌ Terminated,University of Texas at San Antonio,TX,R,Continuing Grant,579399,572770,232303.63,579399,232303.63,347095.37
2152149,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,203163,203163,161892.89,203163,161892.89,41270.109999999986
2152437,LAWRENCE,TRUE,❌ Terminated,University of Kansas Center for Research Inc,KS,D,Standard Grant,408187,408187,330186.23,408187,330186.23,78000.77000000002
2152456,FAIRFAX,TRUE,❌ Terminated,George Mason University,VA,R,Standard Grant,350000,350000,268828.17,350000,268828.17,81171.83000000002
2152524,KALAMAZOO,FALSE,❌ Terminated,Western Michigan University,MI,D,Standard Grant,257454,256319,156884.78,257454,156884.78,100569.22
2152834,VILLANOVA,TRUE,❌ Terminated,Villanova University,PA,D,Standard Grant,499536,499536,372751.42,499536,372751.42,126784.58000000002
2152991,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Continuing Grant,440000,NA,NA,440000,444206.50095602294,-4206.500956022937
2153335,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,330000,330000,298731.89,330000,298731.89,31268.109999999986
2154118,ATLANTA,FALSE,❌ Terminated,Georgia Tech Research Corporation,GA,R,Standard Grant,428000,NA,NA,428000,441436.74976915977,-13436.749769159767
2154119,NEW YORK,FALSE,❌ Terminated,New York University,NY,D,Standard Grant,396000,396000,371993.68,396000,371993.68,24006.320000000007
2154245,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,809585,NA,NA,809585,817324.8183556405,-7739.818355640513
2200066,BETHLEHEM,TRUE,❌ Terminated,Lehigh University,PA,D,Standard Grant,999894,999894,962865.9,999894,962865.9,37028.09999999998
2200323,Bakersfield,TRUE,❌ Terminated,CSUB Auxiliary for Sponsored Programs Administration,CA,D,Standard Grant,299949,299949,284746.74,299949,284746.74,15202.26000000001
2200447,ATLANTA,,❌ Terminated,Spelman College,GA,R,Standard Grant,287605,287605,190015.18,287605,190015.18,97589.82
2200449,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Continuing Grant,400000,400000,378608.94,400000,378608.94,21391.059999999998
2200648,GREENSBORO,TRUE,❌ Terminated,North Carolina Agricultural & Technical State University,NC,D,Standard Grant,443186,443186,242677.16,443186,242677.16,200508.84
2200706,Boulder,TRUE,❌ Terminated,University of Colorado at Boulder,CO,D,Continuing Grant,499873,NA,NA,588403,607978.0508806262,-19575.050880626193
2200748,HONOLULU,TRUE,❌ Terminated,University of Hawaii,HI,D,Standard Grant,309998,NA,NA,309998,320454.2817460318,-10456.281746031775
2200753,SEATTLE,FALSE,❌ Terminated,University of Washington,WA,D,Continuing Grant,2933530,NA,NA,2933530,3014023.201219512,-80493.20121951215
2200981,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,162012,162012,92854.19,162012,92854.19,69157.81
2201100,CHAPEL HILL,TRUE,🔄 Possibly Reinstated,University of North Carolina at Chapel Hill,NC,D,Continuing Grant,214783,158047,127242.05,214783,127242.05,87540.95
2201102,COLUMBUS,TRUE,❌ Terminated,"OHIO STATE UNIVERSITY, THE",OH,R,Continuing Grant,582636,NA,NA,713128,732421.0420841683,-19293.042084168294
2201545,MADISON,TRUE,❌ Terminated,University of Wisconsin-Madison,WI,D,Continuing Grant,675271,519141,423554.62,675271,423554.62,251716.38
2201576,EL PASO,FALSE,❌ Terminated,University of Texas at El Paso,TX,R,Standard Grant,259739,259739,202844.47,259739,202844.47,56894.53
2201623,COLLEGE PARK,,❌ Terminated,"University of Maryland, College Park",MD,D,Continuing Grant,551881,551881,403833.56,551881,403833.56,148047.44
2201701,ATLANTA,FALSE,❌ Terminated,Spelman College,GA,R,Continuing Grant,232154,NA,NA,232154,238245.50437317786,-6091.504373177857
2201798,PHILADELPHIA,TRUE,❌ Terminated,University of Pennsylvania,PA,D,Continuing Grant,213887,213887,188962.29,213887,188962.29,24924.709999999992
2201799,CAMBRIDGE,TRUE,❌ Terminated,Harvard University,MA,D,Continuing Grant,87001,87001,83496.2,87001,83496.2,3504.800000000003
2201800,PITTSBURGH,FALSE,❌ Terminated,University of Pittsburgh,PA,D,Continuing Grant,78960,NA,NA,78960,81031.83673469388,-2071.8367346938758
2201810,FORT COLLINS,TRUE,❌ Terminated,Colorado State University,CO,D,Continuing Grant,313026,313026,236493.35,313026,236493.35,76532.65
2201904,BOWIE,TRUE,❌ Terminated,Bowie State University,MD,D,Continuing Grant,3997959,3163527,280192.43,3997959,280192.43,3717766.57
2201928,AUSTIN,TRUE,🔄 Possibly Reinstated,University of Texas at Austin,TX,R,Continuing Grant,1298725,NA,NA,1298725,686011.4520547945,612713.5479452055
2201929,SEATTLE,TRUE,❌ Terminated,Seattle Pacific University,WA,D,Standard Grant,526070,526070,331402.89,526070,331402.89,194667.11
2201930,BELLINGHAM,TRUE,❌ Terminated,Western Washington University,WA,D,Standard Grant,471586,471586,234259.39,471586,234259.39,237326.61
2201943,TEMPE,TRUE,❌ Terminated,Arizona State University,AZ,D,Continuing Grant,1593178,1325986,402596.8,1593178,402596.8,1190581.2
2202109,VERSAILLES,FALSE,❌ Terminated,Kentucky Community & Technical College System,KY,D,Standard Grant,347382,347382,218718.91,347382,218718.91,128663.09
2202113,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,1045206,NA,NA,1254206,1265862.189591078,-11656.189591078088
2202698,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,68389,NA,NA,68389,69042.81453154876,-653.8145315487636
2202772,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,313105,313105,217015.88,313105,217015.88,96089.12
2202984,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Continuing Grant,539063,NA,NA,539063,544216.5659655832,-5153.565965583199
2203422,LISLE,TRUE,❌ Terminated,Benedictine University,IL,D,Standard Grant,300000,300000,148585.25,300000,148585.25,151414.75
2203621,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,800000,800000,131339.19,800000,131339.19,668660.81
2204099,Boulder,TRUE,❌ Terminated,University of Colorado at Boulder,CO,D,Standard Grant,136406,NA,NA,136406,140148.8475609756,-3742.8475609756133
2204125,WASHINGTON,FALSE,❌ Terminated,American University,DC,,Standard Grant,1000000,1000000,705310.71,1000000,705310.71,294689.29000000004
2204462,BOCA RATON,,❌ Terminated,Florida Atlantic University,FL,R,Standard Grant,999853,999853,677013.04,999853,677013.04,322839.95999999996
2204529,LONG BEACH,,❌ Terminated,California State University-Long Beach Foundation,CA,D,Standard Grant,1000000,1000000,502744.21,1000000,502744.21,497255.79
2204538,SEATTLE,,❌ Terminated,Seattle University,WA,D,Continuing Grant,999784,NA,NA,999784,1013032.9215086646,-13248.921508664615
2204550,POTSDAM,TRUE,🔄 Possibly Reinstated,Clarkson University,NY,D,Standard Grant,763337,763337,318264.77,763337,318264.77,445072.23
2204552,TAMPA,TRUE,❌ Terminated,University of South Florida,FL,R,Standard Grant,250000,250000,58423.67,250000,58423.67,191576.33000000002
2204558,NEW YORK,,❌ Terminated,CUNY City College,NY,D,Standard Grant,999839,999839,606011.44,999839,606011.44,393827.56000000006
2204570,GREENSBORO,,❌ Terminated,North Carolina Agricultural & Technical State University,NC,D,Standard Grant,1075000,NA,NA,1075000,1096695.2573158427,-21695.257315842668
2204630,Boulder,,❌ Terminated,University of Colorado at Boulder,CO,D,Standard Grant,1074365,NA,NA,1074365,1095745.3980099503,-21380.398009950295
2204703,RICHMOND,,❌ Terminated,Virginia Commonwealth University,VA,R,Standard Grant,1075000,1075000,151731.86,1075000,151731.86,923268.14
2204741,BATON ROUGE,,❌ Terminated,Louisiana State University,LA,R,Standard Grant,1075000,NA,NA,1075000,1097073.9219712527,-22073.921971252654
2204743,MIAMI,,❌ Terminated,Florida International University,FL,R,Standard Grant,1075000,NA,NA,1075000,1096393.0348258705,-21393.034825870534
2204746,BOSTON,,❌ Terminated,Northeastern University,MA,D,Standard Grant,1074840,1074840,67726,1074840,67726,1007114
2204750,EL PASO,,❌ Terminated,University of Texas at El Paso,TX,R,Standard Grant,1075000,NA,NA,1075000,1097073.9219712527,-22073.921971252654
2204838,TUSKEGEE INSTITUTE,,❌ Terminated,Tuskegee University,AL,R,Standard Grant,199937,NA,NA,199937,204042.48254620124,-4105.482546201238
2205573,BOWIE,,❌ Terminated,Bowie State University,MD,D,Standard Grant,349707,349707,209537.37,349707,209537.37,140169.63
2205575,ALBANY,,❌ Terminated,Albany State University,GA,R,Standard Grant,349270,349270,79190.76,349270,79190.76,270079.24
2206057,BLACKSBURG,TRUE,❌ Terminated,Virginia Polytechnic Institute and State University,VA,R,Standard Grant,1599997,1599997,934217.05,1599997,934217.05,665779.95
2206110,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,468687,NA,NA,468687,473450.0792682927,-4763.0792682926985
2206125,LUBBOCK,FALSE,❌ Terminated,Texas Tech University,TX,R,Standard Grant,253432,273404,183304.64,273404,183304.64,90099.35999999999
2206181,LUBBOCK,FALSE,❌ Terminated,Texas Tech University,TX,R,Standard Grant,46568,14715,12247.09,46568,12247.09,34320.91
2207119,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,238111,238111,238039.51,238111,238039.51,71.48999999999069
2207241,PASADENA,,❌ Terminated,San Jacinto College District,TX,R,Standard Grant,1478965,NA,NA,1478965,1510299.0042372881,-31334.004237288143
2207348,BRIDGEPORT,,❌ Terminated,Housatonic Community College,CT,D,Continuing Grant,1000000,678039,0,1000000,0,1000000
2207352,ALBANY,,❌ Terminated,SUNY at Albany,NY,D,Continuing Grant,2499968,2499968,520484.6,2499968,520484.6,1979483.4
2207368,ATHENS,,❌ Terminated,University of Georgia Research Foundation Inc,GA,R,Standard Grant,2499998,2499998,672232.97,2499998,672232.97,1827765.03
2207398,TEMPE,,❌ Terminated,Arizona State University,AZ,D,Continuing Grant,2500000,NA,NA,2500000,2554764.512595838,-54764.512595837936
2207401,HONOLULU,,❌ Terminated,University of Hawaii,HI,D,Continuing Grant,1499925,1499925,1287647.59,1499925,1287647.59,212277.40999999992
2207659,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,403935,NA,NA,403935,407849.0988372093,-3914.0988372092834
2207773,WASHINGTON,,❌ Terminated,National Academy of Sciences,DC,,Standard Grant,764185,869390,818617.75,869390,818617.75,50772.25
2207972,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,300000,300000,241272.79,300000,241272.79,58727.20999999999
2208152,STORRS,TRUE,❌ Terminated,University of Connecticut,CT,D,Standard Grant,109940,109940,47769.14,109940,47769.14,62170.86
2208797,BOSTON,TRUE,❌ Terminated,Northeastern University,MA,D,Standard Grant,1601827,1601827,920728.17,1601827,920728.17,681098.83
2209623,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,402107,402107,382592.03,402107,382592.03,19514.969999999972
2209643,WASHINGTON,TRUE,❌ Terminated,Ecological Society of America,DC,,Standard Grant,99549,99549,90864.76,99549,90864.76,8684.240000000005
2210011,BALTIMORE,FALSE,❌ Terminated,University of Maryland Baltimore County,MD,D,Standard Grant,299839,NA,NA,331839,342563.8346007605,-10724.834600760485
2210023,WASHINGTON,FALSE,❌ Terminated,George Washington University,DC,,Standard Grant,299768,NA,NA,299768,309740.7123287671,-9972.712328767113
2210137,TEMPE,TRUE,❌ Terminated,Arizona State University,AZ,D,Standard Grant,300000,NA,NA,300000,307648.7252124646,-7648.725212464575
2210142,HAVERFORD,TRUE,❌ Terminated,Haverford College,PA,D,Standard Grant,296325,296325,270513.52,296325,270513.52,25811.47999999998
2210173,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,578882,NA,NA,578882,584585.2709359606,-5703.27093596058
2210757,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,396217,396217,322488.41,396217,322488.41,73728.59000000003
2210841,ANN ARBOR,TRUE,❌ Terminated,Regents of the University of Michigan - Ann Arbor,MI,D,Standard Grant,846131,NA,NA,846131,877064.8215053764,-30933.82150537637
2210843,PRINCETON,TRUE,❌ Terminated,Princeton University,NJ,D,Standard Grant,61560,NA,NA,61560,63810.58064516129,-2250.580645161288
2210844,EVANSTON,TRUE,❌ Terminated,Northwestern University at Chicago,IL,D,Standard Grant,200611,200611,56191.96,200611,56191.96,144419.04
2211383,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,240000,240000,68912.55,240000,68912.55,171087.45
2212146,ANN ARBOR,TRUE,❌ Terminated,Regents of the University of Michigan - Ann Arbor,MI,D,Standard Grant,666555,NA,NA,666555,684044.7813411079,-17489.78134110791
2212690,CINCINNATI,TRUE,❌ Terminated,University of Cincinnati Main Campus,OH,R,Standard Grant,249303,NA,NA,249303,258417.30322580645,-9114.303225806449
2212807,COLLEGE PARK,,❌ Terminated,American Association of Physics Teachers,MD,D,Standard Grant,2922997,2922997,551663,2922997,551663,2371334
2213870,DENVER,TRUE,❌ Terminated,University of Denver,CO,D,Standard Grant,254374,NA,NA,254374,263383.07916666666,-9009.079166666663
2214011,HONOLULU,TRUE,❌ Terminated,University of Hawaii,HI,D,Continuing Grant,245626,NA,NA,245626,254325.25416666668,-8699.25416666668
2214216,TROY,FALSE,🔄 Possibly Reinstated,Rensselaer Polytechnic Institute,NY,D,Standard Grant,336644,336644,336643.82,336644,336643.82,0.17999999999301508
2214217,NEW YORK,FALSE,🔄 Possibly Reinstated,CUNY City College,NY,D,Standard Grant,328068,328068,282520.3,328068,282520.3,45547.70000000001
2214387,ATLANTA,TRUE,❌ Terminated,Emory University,GA,R,Continuing Grant,135695,135695,68036.44,135695,68036.44,67658.56
2214455,YPSILANTI,TRUE,❌ Terminated,Eastern Michigan University,MI,D,Continuing Grant,164421,NA,NA,164421,170244.24375,-5823.243749999994
2214482,SAN DIEGO,TRUE,❌ Terminated,San Diego State University Foundation,CA,D,Continuing Grant,143958,143958,107982.07,143958,107982.07,35975.92999999999
2214740,CLEMSON,TRUE,❌ Terminated,Clemson University,SC,R,Continuing Grant,1916958,1739515,1028232.77,1916958,1028232.77,888725.23
2215050,CAMBRIDGE,FALSE,❌ Terminated,Harvard University,MA,D,Standard Grant,950262,NA,NA,950262,976794.6514994829,-26532.65149948292
2215153,BLOOMINGTON,TRUE,❌ Terminated,Indiana University,IN,R,Continuing Grant,499819,NA,NA,499819,517520.92291666666,-17701.922916666663
2215236,DAVIS,TRUE,🔄 Possibly Reinstated,University of California-Davis,CA,D,Continuing Grant,500000,500000,452207.92,500000,452207.92,47792.080000000016
2215554,HONOLULU,FALSE,❌ Terminated,Pacific Resources for Education and Learning,HI,D,Continuing Grant,2584633,2683413,1356000,2683413,1356000,1327413
2215613,MALIBU,TRUE,❌ Terminated,Pepperdine University,CA,D,Standard Grant,2000000,2000000,591172.49,2000000,591172.49,1408827.51
2215696,CARSON,TRUE,🔄 Possibly Reinstated,California State University-Dominguez Hills Foundation,CA,D,Standard Grant,250134,NA,NA,250134,170296.7095890411,79837.2904109589
2216066,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,300735,NA,NA,300735,303739.34565434564,-3004.3456543456414
2216268,OGDEN,TRUE,❌ Terminated,Weber State University,UT,R,Standard Grant,297407,297407,184265.54,297407,184265.54,113141.45999999999
2216286,INDIANAPOLIS,TRUE,❌ Terminated,Ivy Tech Community College of Indiana,IN,R,Standard Grant,238327,238327,154871.87,238327,154871.87,83455.13
2216540,UNIVERSITY PARK,FALSE,❌ Terminated,Pennsylvania State Univ University Park,PA,D,Standard Grant,296804,NA,NA,296804,305356.5165421558,-8552.51654215582
2216561,Boulder,TRUE,❌ Terminated,University of Colorado at Boulder,CO,D,Continuing Grant,3599771,3645298,3482466.96,3645298,3482466.96,162831.04000000004
2216704,FLAGSTAFF,TRUE,❌ Terminated,Northern Arizona University,AZ,D,Standard Grant,2998230,2998230,1496128.1,2998230,1496128.1,1502101.9
2216721,LOS ANGELES,TRUE,❌ Terminated,Los Angeles County Museum of Natural History Foundation,CA,D,Standard Grant,2982873,2982873,1403090.9,2982873,1403090.9,1579782.1
2216872,LAWRENCEVILLE,,❌ Terminated,Georgia Gwinnett College,GA,R,Standard Grant,300000,300000,272396.97,300000,272396.97,27603.030000000028
2217227,AUSTIN,,❌ Terminated,University of Texas at Austin,TX,R,Cooperative Agreement,1500002,900002,678301.04,1500002,678301.04,821700.96
2217242,HONOLULU,,❌ Terminated,Chaminade University of Honolulu,HI,D,Cooperative Agreement,8462013,5763558,2035944.23,8462013,2035944.23,6426068.77
2217477,GAINESVILLE,TRUE,❌ Terminated,University of Florida,FL,R,Standard Grant,799994,799994,329960.78,799994,329960.78,470033.22
2217545,ANN ARBOR,,❌ Terminated,Regents of the University of Michigan - Ann Arbor,MI,D,Standard Grant,1199904,NA,NA,1199904,1216306.47318612,-16402.473186119925
2217680,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,249681,NA,NA,249681,252298.20125786163,-2617.201257861627
2217681,BOISE,TRUE,❌ Terminated,Boise State University,ID,R,Standard Grant,99808,NA,NA,99808,103174.53968253969,-3366.5396825396892
2217703,JACKSON,FALSE,❌ Terminated,Jackson State University,MS,R,Standard Grant,159865,NA,NA,159865,164471.56883671292,-4606.568836712919
2217706,TEMPE,TRUE,❌ Terminated,Arizona State University,AZ,D,Standard Grant,748809,748809,383791,748809,383791,365018
2217708,GREENSBORO,TRUE,❌ Terminated,North Carolina Agricultural & Technical State University,NC,D,Standard Grant,165305,165305,46250.1,165305,46250.1,119054.9
2217718,BALTIMORE,TRUE,❌ Terminated,Morgan State University,MD,D,Standard Grant,430000,430000,117927.05,430000,117927.05,312072.95
2217722,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,250000,250000,249728.39,250000,249728.39,271.60999999998603
2217732,SAN JOSE,TRUE,❌ Terminated,ZIKER ENTERPRISES LLC,CA,D,Standard Grant,50000,50000,30000,50000,30000,20000
2217741,AUSTIN,TRUE,❌ Terminated,University of Texas at Austin,TX,R,Standard Grant,1193572,1193572,1117702.68,1193572,1117702.68,75869.32000000007
2217745,ATLANTA,TRUE,❌ Terminated,Georgia Tech Research Corporation,GA,R,Standard Grant,799882,799882,201661.76,799882,201661.76,598220.24
2217770,BOSTON,FALSE,❌ Terminated,Trustees of Boston University,MA,D,Standard Grant,550000,NA,NA,672287,696865.2344086021,-24578.23440860212
2217780,EDINBURG,TRUE,❌ Terminated,The University of Texas Rio Grande Valley,TX,R,Standard Grant,1199998,NA,NA,1199998,1243868.8946236558,-43870.894623655826
2218100,TAMPA,TRUE,❌ Terminated,University of South Florida,FL,R,Standard Grant,255134,255134,118061.02,255134,118061.02,137072.97999999998
2218101,GAINESVILLE,TRUE,❌ Terminated,University of Florida,FL,R,Standard Grant,219800,219800,172364.86,219800,172364.86,47435.140000000014
2218427,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,633223,NA,NA,633223,639658.1930894309,-6435.193089430919
2218460,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,217224,217224,194735.63,217224,194735.63,22488.369999999995
2218504,BOULDER,FALSE,❌ Terminated,"The Geological Society of America, Inc.",CO,D,Standard Grant,128930,128930,53488.56,128930,53488.56,75441.44
2218544,TEMPE,TRUE,❌ Terminated,Arizona State University,AZ,D,Standard Grant,1827627,1827627,450845.73,1827627,450845.73,1376781.27
2218547,Boulder,TRUE,❌ Terminated,University of Colorado at Boulder,CO,D,Standard Grant,528702,528702,132111.14,528702,132111.14,396590.86
2218553,STONY BROOK,,❌ Terminated,SUNY at Stony Brook,NY,D,Standard Grant,465888,465888,337219.57,465888,337219.57,128668.43
2218803,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,860000,872400,634037.66,872400,634037.66,238362.33999999997
2218904,FRIDAY HARBOR,TRUE,❌ Terminated,Indigenous Education Institute,WA,D,Standard Grant,419774,419774,419674,419774,419674,100
2219069,CAMBRIDGE,,❌ Terminated,Harvard University,MA,D,Standard Grant,299883,299883,294261.7,299883,294261.7,5621.299999999988
2219389,NEW YORK,TRUE,❌ Terminated,New York University,NY,D,Standard Grant,500000,NA,NA,615800,632994.0020682523,-17194.002068252303
